"","...1","Division","Season","Spectators","Date","Home","Away","HG","AG","HS","AS","HST","AST","HF","AF","HY","AY","HR","AR","AvgH","AvgD","AvgA","Avg.2.5","Avg.2.5.1","HP","AP","ProbH","ProbD","ProbA","HEP","AEP","goalsDiff","pointsDiff","expPointsDiff","shotsDiff","shotsTargetDiff","foulsDiff","yellowDiff","redDiff","Season_c"
"1718",1718,"S1",10,"Yes","21.12.2019","Villarreal","Getafe",1,0,11,7,4,0,8,18,2,5,0,1,2.22,3.18,3.53,2.26,1.64,3,0,0.4297363,0.3000046,0.2702591,1.589214,1.110782,1,3,0.4784316,4,4,-10,-3,-1,0
"1719",1719,"S1",10,"Yes","21.12.2019","Valladolid","Valencia",1,1,14,5,6,2,10,12,0,3,0,0,3.49,3.28,2.18,2.19,1.68,1,1,0.2728556,0.290325,0.4368193,1.108892,1.600783,0,0,-0.4918911,9,4,-2,-3,0,0
"1720",1720,"S1",10,"Yes","22.12.2019","Leganes","Espanol",2,0,11,9,5,3,11,15,1,6,0,0,2.12,3.09,3.93,2.74,1.44,3,0,0.4493323,0.3082798,0.2423879,1.656277,1.035444,2,3,0.6208332,2,2,-4,-5,0,0
"1721",1721,"S1",10,"Yes","22.12.2019","Osasuna","Sociedad",3,4,19,13,7,7,11,12,6,2,1,0,2.8,3.29,2.58,2.02,1.79,0,3,0.3405606,0.2898388,0.3696006,1.311521,1.398641,-1,-3,-0.08712015,6,0,-1,4,1,0
"1722",1722,"S1",10,"Yes","22.12.2019","Betis","Ath Madrid",1,2,15,8,2,5,11,14,4,3,0,0,3.82,3.33,2.06,2.14,1.71,0,3,0.2499053,0.2866781,0.4634166,1.036394,1.676928,-1,-3,-0.6405339,7,-3,-3,1,0,0
"1723",1723,"S1",10,"Yes","22.12.2019","Levante","Celta",3,1,13,12,7,5,8,15,3,6,0,0,2.62,3.49,2.6,1.72,2.1,3,0,0.3625279,0.2721556,0.3653165,1.359739,1.368105,2,3,-0.008366028,1,2,-7,-3,0,0
"1724",1724,"S1",10,"Yes","22.12.2019","Real Madrid","Ath Bilbao",0,0,20,8,8,2,8,14,1,0,0,0,1.35,5.12,8.61,1.63,2.24,1,1,0.7039942,0.1856235,0.1103824,2.297606,0.5167705,0,0,1.780835,12,6,-6,1,0,0
"1725",1725,"S1",10,"Yes","03.01.2020","Valladolid","Leganes",2,2,14,12,5,5,16,13,3,2,0,0,2.72,2.83,3.06,3.09,1.36,1,1,0.3508748,0.3372365,0.3118887,1.389861,1.272903,0,0,0.1169583,2,0,3,1,0,0
"1726",1726,"S1",10,"Yes","03.01.2020","Sevilla","Ath Bilbao",1,1,9,6,2,1,16,20,2,4,0,0,1.65,3.67,5.93,2.31,1.61,1,1,0.5787581,0.2602046,0.1610373,1.996479,0.7433164,0,0,1.253163,3,1,-4,-2,0,0
"1727",1727,"S1",10,"Yes","04.01.2020","Valencia","Eibar",1,0,9,10,1,3,13,20,1,3,0,1,1.66,3.87,5.33,1.88,1.92,3,0,0.5745854,0.246463,0.1789516,1.970219,0.7833177,1,3,1.186902,-1,-2,-7,-2,-1,0
"1728",1728,"S1",10,"Yes","04.01.2020","Getafe","Real Madrid",0,3,15,10,4,8,20,14,3,2,0,0,4.31,3.63,1.85,1.93,1.88,0,3,0.2213831,0.2628543,0.5157627,0.9270034,1.810142,-3,-3,-0.8831389,5,-4,6,1,0,0
"1729",1729,"S1",10,"Yes","04.01.2020","Ath Madrid","Levante",2,1,17,6,8,3,9,10,1,3,0,0,1.28,5.65,11.17,1.66,2.22,3,0,0.7456336,0.1689223,0.08544413,2.405823,0.4252547,1,3,1.980568,11,5,-1,-2,0,0
"1730",1730,"S1",10,"Yes","04.01.2020","Espanol","Barcelona",2,2,8,14,3,7,17,11,2,2,0,1,6.76,4.69,1.45,1.59,2.33,1,1,0.140777,0.202911,0.656312,0.6252419,2.171847,0,0,-1.546605,-6,-4,6,0,-1,0
"1731",1731,"S1",10,"Yes","05.01.2020","Granada","Mallorca",1,0,7,17,4,5,23,11,5,1,0,0,1.94,3.35,4.24,2.26,1.64,3,0,0.491002,0.2843414,0.2246566,1.757347,0.9583112,1,3,0.7990362,-10,-1,12,4,0,0
"1732",1732,"S1",10,"Yes","05.01.2020","Sociedad","Villarreal",1,2,10,14,2,2,16,14,5,4,0,0,1.91,3.86,3.75,1.61,2.31,0,3,0.4989642,0.2468968,0.2541391,1.743789,1.009314,-1,-3,0.7344752,-4,0,2,1,0,0
"1733",1733,"S1",10,"Yes","05.01.2020","Alaves","Betis",1,1,6,10,1,3,18,15,7,3,0,1,2.65,3.21,2.75,2.14,1.7,1,1,0.3585281,0.2959812,0.3454907,1.371566,1.332453,0,0,0.03911216,-4,-2,3,4,-1,0
"1734",1734,"S1",10,"Yes","05.01.2020","Celta","Osasuna",1,1,20,8,7,1,14,19,4,3,0,0,2.1,3.35,3.63,1.95,1.85,1,1,0.453437,0.2842441,0.2623189,1.644555,1.071201,0,0,0.5733542,12,6,-5,1,0,0
"1735",1735,"S1",10,"Yes","17.01.2020","Leganes","Getafe",0,3,8,8,2,4,22,18,6,4,0,0,2.97,2.82,2.8,3.04,1.37,0,3,0.3211401,0.338222,0.3406379,1.301642,1.360136,-3,-3,-0.05849337,0,-2,4,2,0,0
"1736",1736,"S1",10,"Yes","18.01.2020","Levante","Alaves",0,1,20,14,3,6,12,20,2,4,0,0,2.06,3.47,3.61,1.89,1.91,0,3,0.4620438,0.2742969,0.2636593,1.660428,1.065275,-1,-3,0.5951533,6,-3,-8,-2,0,0
"1737",1737,"S1",10,"Yes","18.01.2020","Real Madrid","Sevilla",2,1,13,8,4,3,17,12,3,1,0,0,1.62,4.3,5.08,1.63,2.26,3,0,0.5897472,0.2221838,0.188069,1.991425,0.7863908,1,3,1.205035,5,1,5,2,0,0
"1738",1738,"S1",10,"Yes","18.01.2020","Osasuna","Valladolid",0,0,21,5,5,3,16,10,2,2,0,0,1.85,3.43,4.61,2.25,1.64,1,1,0.5152886,0.2779253,0.2067861,1.823791,0.8982836,0,0,0.9255075,16,2,6,0,0,0
"1739",1739,"S1",10,"Yes","18.01.2020","Eibar","Ath Madrid",2,0,9,12,4,4,16,14,1,2,0,0,4.95,3.34,1.82,2.41,1.56,3,0,0.1922406,0.2849074,0.522852,0.8616291,1.853464,2,3,-0.9918345,-3,0,2,-1,0,0
"1740",1740,"S1",10,"Yes","19.01.2020","Mallorca","Valencia",4,1,13,8,6,1,18,11,4,4,0,1,3.68,3.49,2.04,1.92,1.88,3,0,0.2591773,0.2732872,0.4675355,1.050819,1.675894,3,3,-0.6250746,5,5,7,0,-1,0
"1741",1741,"S1",10,"Yes","19.01.2020","Betis","Sociedad",3,0,14,7,6,0,8,10,3,1,0,0,2.46,3.63,2.72,1.63,2.26,3,0,0.387282,0.2624556,0.3502624,1.424302,1.313243,3,3,0.1110588,7,6,-2,2,0,0
"1742",1742,"S1",10,"Yes","19.01.2020","Villarreal","Espanol",1,2,21,16,5,5,15,18,1,3,0,1,1.66,3.92,5.21,1.82,1.99,0,3,0.574024,0.2430816,0.1828944,1.965154,0.7917648,-1,-3,1.173389,5,0,-3,-2,-1,0
"1743",1743,"S1",10,"Yes","19.01.2020","Ath Bilbao","Celta",1,1,22,7,6,3,18,12,4,3,0,0,1.95,3.21,4.46,2.4,1.57,1,1,0.4890702,0.2970987,0.2138311,1.764309,0.9385921,0,0,0.8257171,15,3,6,1,0,0
"1744",1744,"S1",10,"Yes","19.01.2020","Barcelona","Granada",1,0,18,5,6,1,11,17,0,4,0,1,1.15,8.1,17.04,1.36,3.1,3,0,0.8268128,0.117387,0.05580016,2.597826,0.2847875,1,3,2.313038,13,5,-6,-4,-1,0
"1745",1745,"S1",10,"Yes","24.01.2020","Osasuna","Levante",2,0,15,6,3,2,18,11,3,3,0,0,1.69,4.07,4.78,1.64,2.26,3,0,0.5653583,0.2347556,0.1998861,1.93083,0.8344139,2,3,1.096417,9,1,7,0,0,0
"1746",1746,"S1",10,"Yes","25.01.2020","Espanol","Ath Bilbao",1,1,9,11,3,3,14,14,3,1,0,0,2.48,2.96,3.25,2.65,1.47,1,1,0.3844801,0.322132,0.2933879,1.475572,1.202296,0,0,0.2732766,-2,0,0,2,0,0
"1747",1747,"S1",10,"Yes","25.01.2020","Valencia","Barcelona",2,0,8,14,6,5,13,16,1,3,0,0,4.77,4.29,1.65,1.55,2.42,3,0,0.1998882,0.2222533,0.5778585,0.8219178,1.955829,2,3,-1.133911,-6,1,-3,-2,0,0
"1748",1748,"S1",10,"Yes","25.01.2020","Alaves","Villarreal",1,2,12,11,6,6,10,12,2,1,0,0,2.8,3.24,2.6,2.07,1.76,0,3,0.3400065,0.2938327,0.3661608,1.313852,1.392315,-1,-3,-0.07846303,1,0,-2,1,0,0
"1749",1749,"S1",10,"Yes","25.01.2020","Sevilla","Granada",2,0,12,8,4,1,13,18,4,1,0,0,1.38,4.62,9.29,1.93,1.87,3,0,0.6909665,0.2063926,0.1026409,2.279292,0.5143152,2,3,1.764977,4,3,-5,3,0,0
"1750",1750,"S1",10,"Yes","26.01.2020","Ath Madrid","Leganes",0,0,14,10,3,4,10,19,2,6,0,1,1.45,4.13,8.73,2.31,1.61,1,1,0.659116,0.2314088,0.1094752,2.208757,0.5598343,0,0,1.648923,4,-1,-9,-4,-1,0
"1751",1751,"S1",10,"Yes","26.01.2020","Celta","Eibar",0,0,18,5,5,3,9,16,1,0,0,0,2.05,3.37,3.76,2.08,1.75,1,1,0.4643557,0.2824716,0.2531727,1.675539,1.04199,0,0,0.6335492,13,2,-7,1,0,0
"1752",1752,"S1",10,"Yes","26.01.2020","Getafe","Betis",1,0,7,8,3,1,19,12,2,4,0,1,2.03,3.3,3.94,2.23,1.65,3,0,0.4693998,0.288752,0.2418481,1.696952,1.014296,1,3,0.6826551,-1,2,7,-2,-1,0
"1753",1753,"S1",10,"Yes","26.01.2020","Sociedad","Mallorca",3,0,14,8,5,4,15,7,0,2,0,0,1.45,4.54,7.05,1.65,2.23,3,0,0.6557132,0.2094238,0.134863,2.176563,0.6140128,3,3,1.562551,6,1,8,-2,0,0
"1754",1754,"S1",10,"Yes","26.01.2020","Valladolid","Real Madrid",0,1,4,12,0,3,7,11,1,3,0,0,7.15,4.81,1.42,1.69,2.15,0,3,0.1329487,0.1976265,0.6694248,0.5964726,2.205901,-1,-3,-1.609428,-8,-3,-4,-2,0,0
"1755",1755,"S1",10,"Yes","01.02.2020","Granada","Espanol",2,1,8,22,2,4,15,17,3,3,0,0,2.69,3.07,2.85,2.44,1.55,3,0,0.3545997,0.3107079,0.3346924,1.374507,1.314785,1,3,0.05972206,-14,-2,-2,0,0,0
"1756",1756,"S1",10,"Yes","01.02.2020","Real Madrid","Ath Madrid",1,0,16,4,5,1,18,11,2,3,0,0,1.8,3.57,4.63,2.16,1.69,3,0,0.5282702,0.2663547,0.205375,1.851165,0.8824798,1,3,0.9686856,12,4,7,-1,0,0
"1757",1757,"S1",10,"Yes","01.02.2020","Mallorca","Valladolid",0,1,16,15,4,7,11,10,4,1,0,0,2.26,3.21,3.38,2.33,1.59,0,3,0.4214628,0.2967308,0.2818065,1.561119,1.14215,-1,-3,0.4189689,1,-3,1,3,0,0
"1758",1758,"S1",10,"Yes","01.02.2020","Valencia","Celta",1,0,9,11,5,4,14,20,6,3,0,0,1.81,3.61,4.55,1.94,1.86,3,0,0.526541,0.2639998,0.2094592,1.843623,0.8923773,1,3,0.9512455,-2,1,-6,3,0,0
"1759",1759,"S1",10,"Yes","02.02.2020","Leganes","Sociedad",2,1,12,2,5,1,24,19,4,3,0,0,2.9,3.14,2.58,2.26,1.63,3,0,0.3281273,0.3030475,0.3688252,1.287429,1.409523,1,3,-0.1220939,10,4,5,1,0,0
"1760",1760,"S1",10,"Yes","02.02.2020","Eibar","Betis",1,1,8,14,3,6,15,16,2,2,0,0,2.48,3.39,2.83,1.9,1.9,1,1,0.383452,0.2805194,0.3360286,1.430875,1.288605,0,0,0.1422702,-6,-3,-1,0,0,0
"1761",1761,"S1",10,"Yes","02.02.2020","Ath Bilbao","Getafe",0,2,8,9,2,3,11,19,2,5,0,0,2.55,2.85,3.24,2.89,1.4,0,3,0.3728875,0.3336362,0.2934763,1.452299,1.214065,-2,-3,0.2382337,-1,-1,-8,-3,0,0
"1762",1762,"S1",10,"Yes","02.02.2020","Sevilla","Alaves",1,1,14,4,3,3,13,12,2,1,0,0,1.35,4.95,9.11,1.82,1.98,1,1,0.7037713,0.1919376,0.104291,2.303252,0.5048107,0,0,1.798441,10,0,1,1,0,0
"1763",1763,"S1",10,"Yes","02.02.2020","Villarreal","Osasuna",3,1,9,17,4,5,19,15,3,2,0,0,1.77,3.87,4.45,1.71,2.12,3,0,0.5390495,0.246542,0.2144085,1.863691,0.8897674,2,3,0.9739232,-8,-1,4,1,0,0
"1764",1764,"S1",10,"Yes","02.02.2020","Barcelona","Levante",2,1,23,10,9,5,6,10,2,0,0,0,1.14,9.14,16.42,1.26,3.68,3,0,0.8374129,0.1044476,0.05813951,2.616686,0.2788661,1,3,2.33782,13,4,-4,2,0,0
"1765",1765,"S1",10,"Yes","07.02.2020","Alaves","Eibar",2,1,9,5,5,1,16,10,3,2,0,0,2.24,3.12,3.56,2.45,1.55,3,0,0.4260464,0.3058795,0.2680741,1.584019,1.110102,1,3,0.4739168,4,4,6,1,0,0
"1766",1766,"S1",10,"Yes","08.02.2020","Levante","Leganes",2,0,9,12,5,4,18,15,2,3,0,0,2.59,3.21,2.85,2.08,1.74,3,0,0.3682393,0.2971152,0.3346455,1.401833,1.301052,2,3,0.1007813,-3,1,3,-1,0,0
"1767",1767,"S1",10,"Yes","08.02.2020","Getafe","Valencia",3,0,22,5,10,0,12,6,4,4,0,1,2.03,3.29,3.98,2.37,1.58,3,0,0.4701299,0.2900802,0.2397899,1.70047,1.00945,3,3,0.6910201,17,10,6,0,-1,0
"1768",1768,"S1",10,"Yes","08.02.2020","Valladolid","Villarreal",1,1,8,8,1,3,14,22,3,3,0,0,3.03,3.19,2.44,2.17,1.68,1,1,0.3133179,0.2976029,0.3890792,1.237557,1.46484,0,0,-0.2272839,0,-2,-8,0,0,0
"1769",1769,"S1",10,"Yes","08.02.2020","Ath Madrid","Granada",1,0,6,10,3,2,16,19,4,6,0,0,1.4,4.19,10.44,2.41,1.56,3,0,0.6810929,0.2275728,0.0913343,2.270851,0.5015757,1,3,1.769276,-4,1,-3,-2,0,0
"1770",1770,"S1",10,"Yes","09.02.2020","Espanol","Mallorca",1,0,12,7,7,3,26,15,6,2,0,0,1.65,3.87,5.43,1.99,1.81,3,0,0.5779599,0.246417,0.1756232,1.980297,0.7732865,1,3,1.20701,5,4,11,4,0,0
"1771",1771,"S1",10,"Yes","09.02.2020","Sociedad","Ath Bilbao",2,1,14,6,4,3,7,15,2,2,0,1,2.1,3.2,3.81,2.41,1.56,3,0,0.4530153,0.2972913,0.2496935,1.656337,1.046372,1,3,0.6099654,8,1,-8,0,-1,0
"1772",1772,"S1",10,"Yes","09.02.2020","Osasuna","Real Madrid",1,4,14,17,4,7,11,15,2,2,0,0,5.83,4.38,1.54,1.7,2.14,0,3,0.1634851,0.2176069,0.618908,0.7080623,2.074331,-3,-3,-1.366269,-3,-3,-4,0,0,0
"1773",1773,"S1",10,"Yes","09.02.2020","Celta","Sevilla",2,1,13,12,7,4,16,14,3,2,0,0,3.39,3.27,2.23,2.18,1.68,3,0,0.2811455,0.2914628,0.4273917,1.134899,1.573638,1,3,-0.4387383,1,3,2,1,0,0
"1774",1774,"S1",10,"Yes","09.02.2020","Betis","Barcelona",2,3,7,10,3,6,21,17,5,5,1,1,4,3.85,1.85,1.53,2.46,0,3,0.2380316,0.2473055,0.5146629,0.9614003,1.791294,-1,-3,-0.8298939,-3,-3,4,0,0,0
"1775",1775,"S1",10,"Yes","14.02.2020","Valencia","Ath Madrid",2,2,9,8,3,3,12,16,3,3,0,0,3.52,3.06,2.29,2.55,1.51,1,1,0.2711905,0.3119577,0.4168518,1.125529,1.562513,0,0,-0.4369838,1,0,-4,0,0,0
"1776",1776,"S1",10,"Yes","15.02.2020","Mallorca","Alaves",1,0,14,10,6,0,16,15,0,2,0,0,2.44,3.13,3.11,2.37,1.58,3,0,0.3899976,0.3040237,0.3059788,1.474016,1.22196,1,3,0.2520563,4,6,1,-2,0,0
"1777",1777,"S1",10,"Yes","15.02.2020","Barcelona","Getafe",2,1,12,7,5,2,12,30,3,2,0,0,1.43,4.53,7.67,1.72,2.12,3,0,0.6657284,0.2101527,0.1241189,2.207338,0.5825093,1,3,1.624829,5,3,-18,1,0,0
"1778",1778,"S1",10,"Yes","15.02.2020","Villarreal","Levante",2,1,14,11,6,2,15,15,3,1,0,0,1.52,4.53,5.82,1.47,2.65,3,0,0.6262881,0.2101452,0.1635667,2.08901,0.7008452,1,3,1.388164,3,4,0,2,0,0
"1779",1779,"S1",10,"Yes","15.02.2020","Granada","Valladolid",2,1,11,6,5,4,19,13,3,2,0,0,2.46,2.97,3.27,2.68,1.46,3,0,0.3875103,0.3209681,0.2915215,1.483499,1.195533,1,3,0.2879664,5,1,6,1,0,0
"1780",1780,"S1",10,"Yes","16.02.2020","Sevilla","Espanol",2,2,18,5,6,3,17,9,3,4,0,1,1.6,3.91,6,2.02,1.79,1,1,0.5967036,0.2441754,0.159121,2.034286,0.7215383,0,0,1.312748,13,3,8,-1,-1,0
"1781",1781,"S1",10,"Yes","16.02.2020","Leganes","Betis",0,0,11,3,1,2,15,20,5,3,0,1,2.45,3.17,3.05,2.27,1.63,1,1,0.3881763,0.30001,0.3118137,1.464539,1.235451,0,0,0.2290876,8,-1,-5,2,-1,0
"1782",1782,"S1",10,"Yes","16.02.2020","Ath Bilbao","Osasuna",0,1,12,6,2,2,14,20,4,4,0,0,2.03,3.19,4.09,2.49,1.53,0,3,0.46889,0.2983846,0.2327254,1.705055,0.9965607,-1,-3,0.708494,6,0,-6,0,0,0
"1783",1783,"S1",10,"Yes","16.02.2020","Real Madrid","Celta",2,2,15,5,4,3,10,10,2,2,0,0,1.28,5.94,10.2,1.49,2.57,1,1,0.7457242,0.1606948,0.09358107,2.397867,0.441438,0,0,1.956429,10,1,0,0,0,0
"1784",1784,"S1",10,"Yes","21.02.2020","Betis","Mallorca",3,3,19,11,6,4,13,12,2,1,0,0,1.48,4.52,6.7,1.7,2.14,1,1,0.6458575,0.2114755,0.142667,2.149048,0.6394766,0,0,1.509571,8,2,1,1,0,0
"1785",1785,"S1",10,"Yes","22.02.2020","Celta","Leganes",1,0,3,11,1,2,13,17,3,3,1,0,1.86,3.39,4.67,2.5,1.53,3,0,0.5136214,0.28181,0.2045687,1.822674,0.895516,1,3,0.9271581,-8,-1,-4,0,1,0
"1786",1786,"S1",10,"Yes","22.02.2020","Barcelona","Eibar",5,0,13,12,11,5,8,19,0,2,0,0,1.2,7.01,13.36,1.4,2.89,3,0,0.7930187,0.1357521,0.07122922,2.514808,0.3494398,5,3,2.165368,1,6,-11,-2,0,0
"1787",1787,"S1",10,"Yes","22.02.2020","Sociedad","Valencia",3,0,19,6,7,1,19,9,1,1,0,0,1.69,4.03,4.79,1.72,2.11,3,0,0.5642789,0.2366331,0.199088,1.92947,0.833897,3,3,1.095573,13,6,10,0,0,0
"1788",1788,"S1",10,"Yes","22.02.2020","Levante","Real Madrid",1,0,8,19,2,7,16,10,1,2,0,0,6.2,4.93,1.46,1.42,2.8,3,0,0.1537472,0.1933535,0.6528992,0.6545952,2.152051,1,3,-1.497456,-11,-5,6,-1,0,0
"1789",1789,"S1",10,"Yes","23.02.2020","Osasuna","Granada",0,3,14,10,1,4,19,11,3,1,0,0,1.93,3.37,4.25,2.32,1.6,0,3,0.4933842,0.2825613,0.2240545,1.762714,0.9547247,-3,-3,0.8079892,4,-3,8,2,0,0
"1790",1790,"S1",10,"Yes","23.02.2020","Alaves","Ath Bilbao",2,1,4,13,4,5,17,12,4,4,0,0,2.95,2.9,2.72,2.86,1.41,3,0,0.3223934,0.3279519,0.3496546,1.295132,1.376916,1,3,-0.08178363,-9,-1,5,0,0,0
"1791",1791,"S1",10,"Yes","23.02.2020","Valladolid","Espanol",2,1,21,6,6,2,10,18,1,5,0,1,2.62,2.97,3.02,2.66,1.46,3,0,0.3636754,0.3208181,0.3155065,1.411844,1.267338,1,3,0.1445068,15,4,-8,-4,-1,0
"1792",1792,"S1",10,"Yes","23.02.2020","Getafe","Sevilla",0,3,10,8,2,5,14,17,7,3,0,0,2.32,3.08,3.39,2.6,1.49,0,3,0.4102375,0.30901,0.2807525,1.539722,1.151268,-3,-3,0.3884549,2,-3,-3,4,0,0
"1793",1793,"S1",10,"Yes","23.02.2020","Ath Madrid","Villarreal",3,1,16,10,9,4,14,6,1,2,0,0,1.66,3.72,5.63,2.09,1.74,3,0,0.5743543,0.2562979,0.1693478,1.979361,0.7643413,2,3,1.215019,6,5,8,-1,0,0
"1794",1794,"S1",10,"Yes","28.02.2020","Sociedad","Valladolid",1,0,13,6,4,1,15,11,1,1,0,0,1.54,4.04,6.63,1.89,1.91,3,0,0.6197839,0.2362543,0.1439619,2.095606,0.6681399,1,3,1.427466,7,3,4,0,0,0
"1795",1795,"S1",10,"Yes","29.02.2020","Eibar","Levante",3,0,13,11,9,4,15,16,3,2,0,0,1.99,3.55,3.78,1.86,1.94,3,0,0.4791525,0.2685953,0.2522522,1.706053,1.025352,3,3,0.6807007,2,5,-1,1,0,0
"1796",1796,"S1",10,"Yes","29.02.2020","Valencia","Betis",2,1,10,14,5,5,13,9,2,3,0,0,2.21,3.4,3.3,1.78,2.03,3,0,0.4310908,0.280209,0.2887002,1.573481,1.14631,1,3,0.4271718,-4,0,4,-1,0,0
"1797",1797,"S1",10,"Yes","29.02.2020","Leganes","Alaves",1,1,19,8,6,4,18,18,3,3,0,0,2.04,3.06,4.27,3.05,1.37,1,1,0.4663269,0.3108846,0.2227885,1.709865,0.9792501,0,0,0.7306152,11,2,0,0,0,0
"1798",1798,"S1",10,"Yes","29.02.2020","Granada","Celta",0,0,14,6,0,2,14,11,3,5,0,0,2.81,3.06,2.72,2.44,1.54,1,1,0.3388235,0.3111419,0.3500346,1.327612,1.361246,0,0,-0.03363322,8,-2,3,-2,0,0
"1799",1799,"S1",10,"Yes","01.03.2020","Sevilla","Osasuna",3,2,12,14,5,4,9,14,2,2,0,1,1.47,4.28,7.29,1.92,1.88,3,0,0.6472056,0.2222879,0.1305065,2.163905,0.6138074,1,3,1.550097,-2,1,-5,0,-1,0
"1800",1800,"S1",10,"Yes","01.03.2020","Ath Bilbao","Villarreal",1,0,18,10,6,3,11,13,6,6,0,0,2.31,3.29,3.18,2.17,1.68,3,0,0.4117696,0.2891148,0.2991156,1.524424,1.186462,1,3,0.3379618,8,3,-2,0,0,0
"1801",1801,"S1",10,"Yes","01.03.2020","Espanol","Ath Madrid",1,1,9,5,3,2,20,18,3,4,0,0,4.28,3.06,2.05,2.64,1.46,1,1,0.222891,0.3117561,0.4653529,0.9804291,1.707815,0,0,-0.7273858,4,1,2,-1,0,0
"1802",1802,"S1",10,"Yes","01.03.2020","Mallorca","Getafe",0,1,4,9,1,5,13,24,4,5,1,0,3.61,2.99,2.28,2.53,1.5,0,3,0.2638041,0.318506,0.4176899,1.109918,1.571576,-1,-3,-0.4616572,-5,-4,-11,-1,1,0
"1803",1803,"S1",10,"Yes","01.03.2020","Real Madrid","Barcelona",2,0,13,9,5,4,13,10,2,2,0,0,2.19,3.66,3.13,1.64,2.25,3,0,0.4351532,0.2603786,0.3044682,1.565838,1.173783,2,3,0.392055,4,1,3,0,0,0
"1804",1804,"S1",10,"Yes","06.03.2020","Alaves","Valencia",1,1,13,6,2,2,9,10,5,3,0,0,2.64,3.23,2.8,2.18,1.68,1,1,0.3622933,0.2961159,0.3415908,1.382996,1.320888,0,0,0.06210742,7,0,-1,2,0,0
"1805",1805,"S1",10,"Yes","07.03.2020","Eibar","Mallorca",1,2,13,10,2,4,16,8,5,3,0,0,1.72,3.69,5.13,2.01,1.8,0,3,0.5551215,0.2587558,0.1861226,1.92412,0.8171237,-1,-3,1.106997,3,-2,8,2,0,0
"1806",1806,"S1",10,"Yes","07.03.2020","Ath Madrid","Sevilla",2,2,21,12,3,4,14,16,2,4,0,0,1.94,3.25,4.45,2.46,1.54,1,1,0.4919134,0.2936345,0.2144521,1.769375,0.9369909,0,0,0.8323838,9,-1,-2,-2,0,0
"1807",1807,"S1",10,"Yes","07.03.2020","Barcelona","Sociedad",1,0,13,9,6,1,12,10,4,3,0,0,1.36,5.38,7.91,1.4,2.88,3,0,0.7018911,0.1774297,0.1206791,2.283103,0.5394671,1,3,1.743636,4,5,2,1,0,0
"1808",1808,"S1",10,"Yes","07.03.2020","Getafe","Celta",0,0,19,3,6,2,18,14,6,5,1,0,1.85,3.27,4.99,2.59,1.49,1,1,0.516398,0.2921518,0.1914502,1.841346,0.8665023,0,0,0.9748436,16,4,4,1,1,0
"1809",1809,"S1",10,"Yes","08.03.2020","Osasuna","Espanol",1,0,17,8,6,2,17,12,3,3,0,1,2.43,3.23,3.06,2.17,1.69,3,0,0.3927052,0.2954407,0.3118541,1.473556,1.231003,1,3,0.2425532,9,4,5,0,-1,0
"1810",1810,"S1",10,"Yes","08.03.2020","Valladolid","Ath Bilbao",1,4,19,10,2,5,9,13,1,2,0,0,2.98,2.82,2.79,2.98,1.38,0,3,0.3200166,0.3381736,0.3418098,1.298223,1.363603,-3,-3,-0.06537973,9,-3,-4,-1,0,0
"1811",1811,"S1",10,"Yes","08.03.2020","Levante","Granada",1,1,11,10,3,7,21,13,3,3,0,0,2.06,3.44,3.66,1.95,1.85,1,1,0.4626034,0.2770241,0.2603724,1.664834,1.058141,0,0,0.606693,1,-4,8,0,0,0
"1812",1812,"S1",10,"Yes","08.03.2020","Villarreal","Leganes",1,2,15,12,5,7,10,11,4,3,0,0,1.74,3.7,4.97,1.98,1.81,0,3,0.5493386,0.2583376,0.1923238,1.906353,0.8353089,-1,-3,1.071044,3,-2,-1,1,0,0
"1813",1813,"S1",10,"Yes","08.03.2020","Betis","Real Madrid",2,1,14,13,3,4,8,11,1,1,0,0,4.24,4.02,1.77,1.55,2.41,3,0,0.2247087,0.2370062,0.5382852,0.9111322,1.851862,1,3,-0.9407295,1,-1,-3,0,0,0
"1814",1814,"S1",10,"No","10.03.2020","Eibar","Sociedad",1,2,13,6,4,2,12,10,3,2,0,0,3.34,3.33,2.24,2.07,1.75,0,3,0.2861988,0.2870583,0.4267429,1.145655,1.567287,-1,-3,-0.4216322,7,2,2,1,0,0
"1815",1815,"S1",10,"No","11.06.2020","Sevilla","Betis",2,0,13,12,5,1,13,16,0,2,0,0,1.85,3.68,4.35,1.87,1.94,3,0,0.5186709,0.2607449,0.2205842,1.816758,0.9224974,2,3,0.8942602,1,4,-3,-2,0,0
"1816",1816,"S1",10,"No","12.06.2020","Granada","Getafe",2,1,10,6,4,2,17,16,6,4,0,0,3.31,2.94,2.46,2.82,1.42,3,0,0.28807,0.3243237,0.3876063,1.188534,1.487143,1,3,-0.2986091,4,2,1,2,0,0
"1817",1817,"S1",10,"No","12.06.2020","Valencia","Levante",1,1,12,14,3,4,11,13,1,4,0,1,1.73,4.08,4.48,1.61,2.31,1,1,0.5524312,0.2342416,0.2133272,1.891535,0.8742233,0,0,1.017312,-2,-1,-2,-3,-1,0
"1818",1818,"S1",10,"No","13.06.2020","Espanol","Alaves",2,0,19,1,9,0,16,19,4,3,0,1,2.1,3.2,3.83,2.47,1.54,3,0,0.4536067,0.2976794,0.2487139,1.6585,1.043821,2,3,0.6146786,18,9,-3,1,-1,0
